#time,accel_x,accel_y,accel_z
678.341802,-1148.554848,8231.309744,-6738.188442
678.344323,-95.712904,4211.367776,-7944.171032
678.346845,1914.258080,-4307.080680,-9590.432981
678.349366,-2545.963246,-3522.234867,-10241.280728
678.351888,1186.840010,3139.383251,-8403.592971
678.354409,3311.666478,-2048.256146,-7580.461997
678.356931,3426.521963,3694.518094,-8920.442653
678.359452,-1473.978722,5130.211654,-10375.278794
678.361973,1071.984525,-11925.827838,-9284.151688
678.364495,-153.140646,689.132909,-7216.752962
678.367016,-1014.556782,4249.652938,-8537.591037
678.369538,2048.256146,-1531.406464,-10145.567824
678.372059,-3081.955509,-5359.922624,-10164.710405
678.374581,-3503.092286,899.701298,-8307.880067
678.377102,2086.541307,-3598.805190,-7523.034254
678.379624,880.558717,3866.801322,-9245.866526
678.382145,-2335.394858,-1359.123237,-10356.136213
678.384667,76.570323,-6355.336826,-8901.300072
678.387188,727.418070,6661.618118,-7101.897477
678.389710,-899.701298,4823.930362,-8384.450390
678.392231,1875.972918,-6661.618118,-9915.856854
678.394753,172.283227,-133.998066,-9456.434915
678.397274,-1531.406464,6087.340694,-7867.600709
678.399795,2239.681954,-3062.812928,-7695.317482
678.402317,-1531.406464,210.568389,-9399.007173
678.404838,-4230.510357,-478.564520,-9992.427178
678.407360,4153.940034,5034.498750,-8633.303941
678.409881,669.990328,5742.774240,-6776.473603
678.412403,-1014.556782,5474.778109,-9092.725880
678.414924,1091.127106,-11696.116869,-10566.704602
678.417446,-899.701298,4077.369710,-8595.018779
678.419967,-57.427742,4536.791650,-7714.460062
678.422489,3024.527766,8059.026517,-7771.887805
678.425010,-2048.256146,-8327.022648,-10030.712339
678.427532,-689.132909,10834.700733,-9265.009107
678.430053,3139.383251,937.986459,-7867.600709
678.432575,421.136778,4441.078746,-6910.471669
678.435051,-2239.681954,-1550.549045,-10375.278794
678.437527,2335.394858,1301.695494,-10317.851051
678.440003,1167.697429,6508.477472,-7618.747158
678.442479,-3292.523898,2775.674216,-7178.467800
678.444955,1339.980656,-3751.945837,-9303.294269
678.447431,-76.570323,-3790.230998,-10796.415571
678.449907,-3943.371645,2411.965181,-9360.722011
678.452383,1914.258080,3139.383251,-7293.323285
678.454859,995.414202,-229.710970,-8135.596840
678.457335,-3885.943902,-38.285162,-10547.562021
678.459811,1952.543242,325.423874,-9858.429112
678.462287,1033.699363,708.275490,-7140.182638
678.464763,-2488.535504,708.275490,-7657.032320
678.467239,2967.100024,1225.125171,-9533.005238
678.469715,918.843878,1339.980656,-9839.286531
678.472191,-2411.965181,1971.685822,-8652.446522
678.474667,-708.275490,1914.258080,-7580.461997
678.477143,1225.125171,-9035.298138,-9265.009107
678.479619,-2756.531635,5704.489078,-10164.710405
678.482095,191.425808,3617.947771,-9245.866526
678.484571,937.986459,-3943.371645,-7408.178770
678.487047,-3847.658741,2182.254211,-8231.309744
678.489523,3464.807125,3445.664544,-9820.143950
678.491999,57.427742,-1646.261949,-9379.864592
678.494475,-2813.959378,8001.598774,-8499.305875
678.496951,306.281293,-14586.646570,-8269.594906
678.499427,3062.812928,-4019.941968,-9858.429112
678.501903,-2718.246474,-957.129040,-9724.431046
678.504379,937.986459,15141.781413,-8039.883936
678.506855,2947.957443,-8767.302006,-8116.454259
678.509331,-5474.778109,1799.402595,-8709.874264
678.511807,2009.970984,-8824.729749,-10336.993632
678.514283,2718.246474,8499.305875,-7925.028451
678.516759,-3196.810994,4900.500685,-8193.024582
678.519235,1205.982590,-1071.984525,-8767.302006
678.521711,2699.103893,-9456.434915,-10566.704602
678.524187,-3560.520029,5991.627790,-8193.024582
678.526663,-746.560651,2928.814862,-7963.313613
678.529139,4019.941968,-1416.550979,-8767.302006
678.531615,-4632.504554,1301.695494,-10107.282662
678.534122,1435.693560,-2660.818731,-9360.722011
678.536638,38.285162,-38.285162,-7178.467800
678.539155,-5149.354235,-5608.776174,-8518.448456
678.541671,-1741.974853,-9188.438784,-10528.419440
678.544188,-1550.549045,-8020.741355,-10202.995566
678.546704,-2871.387120,2067.398726,-7657.032320
678.549221,-669.990328,1263.410333,-8173.882002
678.551737,2756.531635,-3771.088418,-9533.005238
678.554254,-1875.972918,-708.275490,-10145.567824
678.556770,1033.699363,5761.916821,-8537.591037
678.559287,3215.953574,-765.703232,-7216.752962
678.561804,-3560.520029,325.423874,-8786.444587
678.564320,-153.140646,-6814.758765,-10758.130410
678.566837,3483.949706,5857.629725,-8729.016845
678.569353,-2450.250342,3828.516160,-7465.606512
678.571870,-2488.535504,-861.416136,-8882.157491
678.574386,3809.373579,-3388.236802,-10126.425243
678.576903,-3254.238736,1818.545176,-9131.011042
678.579419,-1895.115499,-669.990328,-8403.592971
678.581936,2565.105827,-5436.492947,-8614.161360
678.584452,-4575.076811,1186.840010,-9245.866526
678.586969,1225.125171,4938.785846,-9896.714274
678.589485,2603.390989,2775.674216,-7848.458128
678.592002,-1263.410333,8116.454259,-8039.883936
678.594519,-2239.681954,-440.279358,-9169.296203
678.597035,2507.678085,535.992262,-9169.296203
678.599552,-784.845813,1722.832272,-8231.309744
678.602068,-880.558717,8461.020714,-8422.735552
678.604585,3292.523898,-8116.454259,-9399.007173
678.607101,-2029.113565,7905.885870,-8595.018779
678.609618,669.990328,-1282.552914,-8709.874264
678.612134,2048.256146,4364.508422,-7465.606512
678.614651,-1301.695494,1033.699363,-9341.579430
678.617167,-2565.105827,3522.234867,-9437.292334
678.619684,3081.955509,-3905.086483,-8173.882002
678.622200,1818.545176,6891.329088,-7082.754896
678.624717,-2622.533570,2488.535504,-9571.290400
678.627234,784.845813,-12500.105262,-10700.702667
678.629750,-4268.795518,-3771.088418,-8824.729749
678.632267,4575.076811,23066.809864,-7255.038123
678.634813,4307.080680,4709.074877,-7810.172966
678.637360,-5436.492947,-4843.072942,-9724.431046
678.639907,1263.410333,-727.418070,-9992.427178
678.642454,3924.229064,4651.647134,-7810.172966
678.645001,689.132909,4747.360038,-7159.325219
678.647547,-3771.088418,1110.269686,-9839.286531
678.650094,2067.398726,-6144.768437,-10490.134278
678.652641,1933.400661,8958.727814,-7427.321350
678.655188,-1722.832272,1607.976787,-7408.178770
678.657735,2775.674216,-2737.389054,-9150.153622
678.660281,-2603.390989,2699.103893,-9858.429112
678.662828,-2258.824534,-631.705166,-9379.864592
678.665375,3330.809059,-3254.238736,-8384.450390
678.667922,2067.398726,5934.200048,-8001.598774
678.670469,-1014.556782,8863.014910,-8671.589102
678.673016,3560.520029,-2182.254211,-9724.431046
678.675562,-3579.662610,-5321.637462,-8327.022648
678.678109,-708.275490,-1052.841944,-8748.159426
678.680656,2679.961312,-2794.816797,-8441.878133
678.683203,229.710970,11868.400096,-8346.165229
678.685750,-1091.127106,-3483.949706,-9571.290400
678.688296,1359.123237,-3445.664544,-8901.300072
678.690843,-574.277424,-6431.907149,-8193.024582
678.693390,-2335.394858,9245.866526,-8384.450390
678.695937,1301.695494,-9265.009107,-9934.999435
678.698484,-2297.109696,1110.269686,-9207.581365
678.701030,-1416.550979,-3254.238736,-9590.432981
678.703577,1799.402595,3254.238736,-7465.606512
678.706124,-631.705166,210.568389,-8039.883936
678.708671,-2029.113565,-1148.554848,-10183.852986
678.711218,2009.970984,-9303.294269,-10490.134278
678.713764,-95.712904,5685.346498,-7216.752962
678.716311,-1550.549045,5417.350366,-7657.032320
678.718858,4843.072942,5417.350366,-9667.003304
678.721405,-306.281293,229.710970,-9705.288466
678.723952,-3962.514226,-2603.390989,-8863.014910
678.726499,1493.121302,-8997.012976,-7523.034254
678.729045,2986.242605,5359.922624,-7848.458128
678.731592,-1588.834206,6412.764568,-9858.429112
678.734139,861.416136,-8135.596840,-10317.851051
678.736649,-2813.959378,-5149.354235,-7963.313613
678.739159,-2297.109696,976.271621,-7867.600709
678.741669,4823.930362,5302.494882,-9303.294269
678.744179,1895.115499,-3081.955509,-9513.862658
678.746688,-5359.922624,-2679.961312,-8537.591037
678.749198,1875.972918,-5130.211654,-8135.596840
678.751708,3177.668413,2316.252277,-8250.452325
678.754218,-2947.957443,6891.329088,-9150.153622
678.756728,3751.945837,-4077.369710,-9609.575562
678.759238,-1799.402595,-9781.858789,-8671.589102
678.761748,-3158.525832,13189.238171,-7599.604578
678.764258,1416.550979,-191.425808,-9169.296203
678.766768,2699.103893,2852.244539,-8843.872330
678.769277,-3732.803256,-7752.745224,-9915.856854
678.771787,2258.824534,6297.909083,-7944.171032
678.774297,2411.965181,3062.812928,-7580.461997
678.776807,-2813.959378,5053.641331,-8709.874264
678.779317,3349.951640,-1148.554848,-10145.567824
678.781827,-287.138712,-4383.651003,-8863.014910
678.784337,-1684.547110,12136.396227,-7695.317482
678.786847,1646.261949,3809.373579,-7963.313613
678.789357,1512.263883,-1301.695494,-9418.149754
678.791866,-3751.945837,-5168.496816,-10700.702667
678.794376,1033.699363,4938.785846,-8461.020714
678.796886,3579.662610,3024.527766,-6642.475538
678.799396,-5072.783912,-172.283227,-8709.874264
678.801906,2220.539373,-3349.951640,-11504.691061
678.804416,3139.383251,7408.178770,-8977.870395
678.806926,-3120.240670,11925.827838,-6795.616184
678.809436,3713.660675,2584.248408,-7465.606512
678.811946,-574.277424,-6565.905214,-10260.423309
678.814455,-3139.383251,-976.271621,-10470.991698
678.816965,1856.830338,2679.961312,-8422.735552
678.819475,2967.100024,5704.489078,-6049.055533
678.821985,-4575.076811,861.416136,-8920.442653
678.824495,401.994197,-3005.385186,-11313.265253
678.827005,1722.832272,-267.996131,-9456.434915
678.829515,-3522.234867,8154.739421,-6967.899411
678.832025,1148.554848,-1627.119368,-8097.311678
678.834535,2488.535504,-1588.834206,-9839.286531
678.837074,-4441.078746,631.705166,-9647.860723
678.839614,669.990328,1454.836141,-8882.157491
678.842153,172.283227,-3196.810994,-7350.751027
678.844693,-3962.514226,9399.007173,-8441.878133
678.847232,1091.127106,-8537.591037,-11064.411702
678.849772,191.425808,2986.242605,-9533.005238
678.852311,-3139.383251,-1512.263883,-8173.882002
678.854851,1205.982590,5742.774240,-7063.612315
678.857391,1971.685822,-13552.947206,-10241.280728
678.859930,-3081.955509,-1052.841944,-9992.427178
678.862470,1914.258080,-1148.554848,-8997.012976
678.865009,2029.113565,3273.381317,-6336.194245
678.867549,-1952.543242,6202.196179,-7752.745224
678.870088,995.414202,-9896.714274,-10853.843314
678.872628,1761.117434,-516.849682,-9877.571693
678.875167,-2029.113565,1186.840010,-7599.604578
678.877707,1627.119368,7006.184573,-6585.047795
678.880247,1875.972918,-6891.329088,-9016.155557
678.882786,-2277.967115,-1971.685822,-10470.991698
678.885326,1818.545176,-459.421939,-8882.157491
678.887865,2201.396792,4862.215523,-5800.201982
678.890405,-1971.685822,995.414202,-7944.171032
678.892944,1914.258080,248.853550,-11332.407834
678.895484,784.845813,-3847.658741,-10068.997501
678.898023,-2679.961312,3388.236802,-7044.469734
678.900563,861.416136,-76.570323,-7350.751027
678.903103,1741.974853,-2067.398726,-9265.009107
678.905642,-3330.809059,-57.427742,-11026.126541
678.908182,-1186.840010,2105.683888,-8690.731683
678.910721,440.279358,-7216.752962,-7063.612315
678.913261,-2756.531635,4766.502619,-8346.165229
678.915800,229.710970,2297.109696,-11294.122672
678.918363,1952.543242,-4957.928427,-9801.001370
678.920925,-4058.227130,2335.394858,-7293.323285
678.923488,574.277424,3866.801322,-7618.747158
678.926050,1627.119368,-1607.976787,-9322.436850
678.928613,-2718.246474,918.843878,-10758.130410
678.931175,-3215.953574,1607.976787,-8575.876198
678.933738,4766.502619,6661.618118,-6929.614250
678.936300,-2622.533570,3694.518094,-7771.887805
678.938863,861.416136,4977.071008,-11064.411702
678.941425,2411.965181,-12614.960747,-10126.425243
678.943988,-3503.092286,7063.612315,-6795.616184
678.946550,1148.554848,3598.805190,-7369.893608
678.949113,3694.518094,7905.885870,-8997.012976
678.951675,-3828.516160,-5570.491013,-11255.837510
678.954238,-2622.533570,-5053.641331,-9686.145885
678.956800,3043.670347,-4766.502619,-6833.901346
678.959363,-574.277424,9245.866526,-7446.463931
678.961925,612.562586,-803.988394,-11370.692995
678.964488,3235.096155,-4019.941968,-9858.429112
678.967050,-2316.252277,3292.523898,-6546.762634
678.969612,1320.838075,4421.936165,-6642.475538
678.972175,1320.838075,-9628.718142,-9628.718142
678.974737,3809.373579,9628.718142,-11121.839445
678.977300,1493.121302,16079.767872,-7829.315547
678.979862,4019.941968,7216.752962,-6297.909083
678.982425,-2909.672282,-4747.360038,-8882.157491
678.984987,-1531.406464,-3637.090352,-11887.542677
678.987550,6106.483275,6221.338760,-8997.012976
678.990112,-937.986459,4287.938099,-6010.770371
678.992675,-3637.090352,-2239.681954,-7752.745224
678.995237,4383.651003,-229.710970,-10049.854920
678.997800,861.416136,3349.951640,-9858.429112
679.000362,-38.285162,3120.240670,-8441.878133
679.002925,957.129040,-133.998066,-6623.332957
679.005487,-2411.965181,-5972.485210,-9150.153622
679.008050,-1569.691626,-1205.982590,-11217.552349
679.010612,5130.211654,5627.918755,-8863.014910
679.013175,1244.267752,7503.891674,-5838.487144
679.015737,-1588.834206,4843.072942,-8116.454259
679.018300,-229.710970,-12193.823970,-10432.706536
679.020878,57.427742,-2431.107762,-10413.563955
679.023456,-1378.265818,1263.410333,-8346.165229
679.026034,3215.953574,13514.662045,-6393.621987
679.028613,-2373.680019,-2488.535504,-9188.438784
679.031191,-3598.805190,-1244.267752,-10930.413637
679.033769,2392.822600,-8556.733618,-9111.868461
679.036347,1473.978722,9475.577496,-5953.342629
679.038925,-1531.406464,4766.502619,-8327.022648
679.041504,3177.668413,-306.281293,-10356.136213
679.044082,-784.845813,-9705.288466,-10260.423309
679.046660,-1837.687757,6604.190376,-7255.038123
679.049238,4096.512291,4173.082614,-6680.760699
679.051816,-708.275490,-95.712904,-9341.579430
679.054395,-4211.367776,-4881.358104,-11294.122672
679.056973,-1397.408398,-9379.864592,-8595.018779
679.059551,-2450.250342,-6431.907149,-6910.471669
679.062129,-2967.100024,248.853550,-9934.999435
679.064708,1148.554848,861.416136,-11332.407834
679.067286,-2928.814862,-5302.494882,-9303.294269
679.069864,-5264.209720,555.134843,-7618.747158
679.072442,1531.406464,-746.560651,-8078.169098
679.075020,-746.560651,2086.541307,-9973.284597
679.077599,-2756.531635,-976.271621,-10853.843314
679.080177,306.281293,4651.647134,-7542.176835
679.082755,1454.836141,-4230.510357,-7121.040058
679.085333,-3177.668413,2029.113565,-9494.720077
679.087911,1225.125171,-5742.774240,-10815.558152
679.090490,1397.408398,1378.265818,-8422.735552
679.093068,-2871.387120,4383.651003,-7025.327154
679.095646,2928.814862,-459.421939,-8193.024582
679.098224,-995.414202,-10738.987829,-10528.419440
679.100803,-2373.680019,6508.477472,-9667.003304
679.103381,95.712904,0.000000,-7369.893608
679.105959,2373.680019,3388.236802,-7274.180704
679.108537,-3675.375514,-5455.635528,-10738.987829
679.111115,1914.258080,5704.489078,-10068.997501
679.113694,995.414202,229.710970,-7829.315547
679.116272,-3790.230998,4957.928427,-7121.040058
679.118850,2584.248408,2354.537438,-9226.723946
679.121428,1244.267752,-3254.238736,-10030.712339
679.124019,-1627.119368,5034.498750,-8958.727814
679.126609,3101.098090,4421.936165,-6738.188442
679.129199,2258.824534,-57.427742,-7867.600709
679.131790,-210.568389,-191.425808,-10719.845248
679.134380,899.701298,2641.676150,-9533.005238
679.136971,2603.390989,1320.838075,-6853.043926
679.139561,-1952.543242,9533.005238,-7006.184573
679.142152,1301.695494,-3215.953574,-10394.421374
679.144742,2986.242605,-880.558717,-10183.852986
679.147332,-631.705166,9360.722011,-7791.030386
679.149923,4326.223261,3885.943902,-6680.760699
679.152513,1703.689691,-1895.115499,-9245.866526
679.155104,-1780.260014,440.279358,-11026.126541
679.157694,0.000000,2718.246474,-9131.011042
679.160285,2603.390989,2048.256146,-6623.332957
679.162875,-3924.229064,-823.130974,-8422.735552
679.165465,-612.562586,1531.406464,-10911.271056
679.168056,3177.668413,267.996131,-9647.860723
679.170646,-746.560651,8614.161360,-7331.608446
679.173237,-2029.113565,-2986.242605,-7369.893608
679.175827,1856.830338,-2277.967115,-9418.149754
679.178417,-2373.680019,-689.132909,-10222.138147
679.181008,-229.710970,12519.247843,-7982.456194
679.183598,2718.246474,-7848.458128,-7657.032320
679.186189,-4670.789715,2641.676150,-8997.012976
679.188779,765.703232,-5647.061336,-10949.556218
679.191370,1569.691626,2603.390989,-8154.739421
679.193960,-2871.387120,1359.123237,-8039.883936
679.196550,1033.699363,1186.840010,-8709.874264
679.199141,-459.421939,-2947.957443,-9628.718142
679.201731,-3139.383251,-4938.785846,-8480.163294
679.204322,-2411.965181,1167.697429,-8327.022648
679.206912,880.558717,-6987.041992,-8805.587168
679.209503,-3445.664544,5034.498750,-9686.145885
679.212093,153.140646,-5130.211654,-10241.280728
679.214683,19.142581,191.425808,-7599.604578
679.217274,-1627.119368,3751.945837,-7905.885870
679.219864,-765.703232,401.994197,-9724.431046
679.222455,-306.281293,-7925.028451,-9992.427178
679.225045,-4268.795518,-1263.410333,-8709.874264
679.227645,-2737.389054,-574.277424,-7867.600709
679.230244,3254.238736,-4996.213589,-9341.579430
679.232844,-1856.830338,1665.404530,-9686.145885
679.235443,574.277424,3541.377448,-8595.018779
679.238043,1665.404530,-4039.084549,-7101.897477
679.240642,-1741.974853,1416.550979,-8441.878133
679.243242,-1071.984525,-2603.390989,-10509.276859
679.245841,3177.668413,5627.918755,-9226.723946
679.248441,-1684.547110,2182.254211,-7657.032320
679.251041,-2526.820666,1320.838075,-8116.454259
679.253640,1990.828403,-5608.776174,-10394.421374
679.256240,-784.845813,2852.244539,-9686.145885
679.258839,-1378.265818,2526.820666,-7733.602643
679.261439,4383.651003,3254.238736,-7331.608446
679.264038,-2679.961312,-9169.296203,-9609.575562
679.266638,976.271621,14873.785282,-9781.858789
679.269237,3311.666478,-2833.101958,-8422.735552
679.271837,-2029.113565,6757.331022,-7178.467800
679.274437,-976.271621,-8748.159426,-9705.288466
679.277036,4345.365842,9686.145885,-9150.153622
679.279636,2603.390989,5245.067139,-8193.024582
679.282235,-1435.693560,6278.766502,-7676.174901
679.284835,1703.689691,-8307.880067,-9016.155557
679.287434,631.705166,2316.252277,-9111.868461
679.290034,1033.699363,9111.868461,-8767.302006
679.292633,4039.084549,-2488.535504,-7580.461997
679.295233,-3196.810994,2813.959378,-8020.741355
679.297833,937.986459,-401.994197,-10145.567824
679.300432,2507.678085,1473.978722,-8997.012976
679.303032,1856.830338,-229.710970,-7523.034254
679.305631,-3483.949706,2584.248408,-8327.022648
679.308231,5761.916821,1818.545176,-9858.429112
679.310830,1741.974853,9322.436850,-8843.872330
679.313430,-1895.115499,3081.955509,-8039.883936
679.316029,3139.383251,-1033.699363,-7829.315547
679.318629,-114.855485,3426.521963,-8671.589102
679.321229,-133.998066,4115.654872,-10068.997501
679.323828,2718.246474,-1646.261949,-8843.872330
679.326428,440.279358,-4421.936165,-7235.895542
679.329027,-4058.227130,2947.957443,-8843.872330
679.331633,2967.100024,593.420005,-10145.567824
679.334238,2986.242605,5608.776174,-8729.016845
679.336843,-4804.787781,-1531.406464,-8059.026517
679.339449,1244.267752,-823.130974,-8250.452325
679.342054,172.283227,1818.545176,-9322.436850
679.344660,-267.996131,11925.827838,-9360.722011
679.347265,3254.238736,-7044.469734,-8958.727814
679.349870,-1952.543242,4153.940034,-7561.319416
679.352476,-2737.389054,-1071.984525,-8920.442653
679.355081,3598.805190,7523.034254,-8767.302006
679.357686,210.568389,-8154.739421,-9360.722011
679.360292,-2163.111630,4268.795518,-8422.735552
679.362897,2182.254211,-3311.666478,-8365.307810
679.365503,-344.566454,-1301.695494,-8441.878133
679.368108,-1627.119368,2909.672282,-9609.575562
679.370713,2277.967115,-248.853550,-9035.298138
679.373319,-248.853550,4153.940034,-8901.300072
679.375924,-3196.810994,306.281293,-8786.444587
679.378530,-478.564520,842.273555,-8901.300072
679.381135,880.558717,-1091.127106,-9245.866526
679.383740,-3617.947771,2947.957443,-9360.722011
679.386346,4039.084549,2545.963246,-8805.587168
679.388951,133.998066,2890.529701,-7369.893608
679.391557,-1627.119368,4402.793584,-8499.305875
679.394162,3349.951640,-4211.367776,-9915.856854
679.396767,153.140646,1914.258080,-8595.018779
679.399373,-2584.248408,1110.269686,-7963.313613
679.401978,-38.285162,267.996131,-8633.303941
679.404584,-612.562586,-7121.040058,-9820.143950
679.407189,-3101.098090,9188.438784,-9686.145885
679.409794,1033.699363,-1703.689691,-8863.014910
679.412400,114.855485,-1493.121302,-7676.174901
679.415005,-5857.629725,-4230.510357,-8939.585234
679.417610,3981.656806,3866.801322,-9801.001370
679.420216,689.132909,421.136778,-8920.442653
679.422821,-3120.240670,1837.687757,-8001.598774
679.425427,382.851616,-9552.147819,-9035.298138
679.428032,3885.943902,13208.380752,-8441.878133
679.430637,-2354.537438,-555.134843,-9111.868461
679.433243,880.558717,3617.947771,-8537.591037
679.435853,497.707101,-9341.579430,-8901.300072
679.438463,-1646.261949,9418.149754,-8307.880067
679.441073,1493.121302,-1588.834206,-8958.727814
679.443683,1205.982590,1588.834206,-8384.450390
679.446293,-2277.967115,4977.071008,-8920.442653
679.448903,3215.953574,-2029.113565,-9092.725880
679.451513,3809.373579,497.707101,-8231.309744
679.454123,-3139.383251,1282.552914,-8365.307810
679.456733,-1091.127106,76.570323,-9245.866526
679.459343,4383.651003,-937.986459,-9399.007173
679.461953,-3101.098090,3426.521963,-8403.592971
679.464563,-382.851616,-4173.082614,-8441.878133
679.467173,-421.136778,-4460.221326,-8652.446522
679.469783,-1990.828403,4268.795518,-10030.712339
